Date,Item Name,Sales,DayOfWeek,IsWeekend,isPublicHoliday,isSchoolHoliday,Usage,End Stock,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
2024-12-26,BUN REGULAR,15980.39,3,0,1,1,341,,,,,,
2024-12-26,BUN MCCRISPY,15980.39,3,0,1,1,30,,,,,,
2024-12-26,MUFFIN ENGLISH,15980.39,3,0,1,1,330,,,,,,
2024-12-27,BUN GOURMET,18272.34,4,0,0,1,39,,,,,,
2024-12-27,BUN 4 INCH,18272.34,4,0,0,1,210,,,,,,
2024-12-27,BUN BIG MAC,18272.34,4,0,0,1,150,,,,,,
2024-12-27,BUN MCCRISPY,18272.34,4,0,0,1,30,,,,,,
2024-12-27,MUFFIN ENGLISH,18272.34,4,0,0,1,267,,,,,,
2024-12-27,BUN REGULAR,18272.34,4,0,0,1,426,,,,,,
2024-12-30,MUFFIN ENGLISH,15233.87,0,0,0,1,417,,,,,,
2024-12-30,BUN MCCRISPY,15233.87,0,0,0,1,60,,,,,,
2024-12-30,BUN REGULAR,15233.87,0,0,0,1,482,,,,,,
2024-12-30,BUN 4 INCH,15233.87,0,0,0,1,414,,,,,,
2024-12-30,BUN GOURMET,15233.87,0,0,0,1,44,,,,,,
2024-12-30,BUN BIG MAC,15233.87,0,0,0,1,116,,,,,,
2025-01-02,BUN GOURMET,17470.48,3,0,0,1,-52,,,,,,
2025-01-02,BUN BIG MAC,17470.48,3,0,0,1,-274,,,,,,
2025-01-02,BUN 4 INCH,17470.48,3,0,0,1,-484,,,,,,
2025-01-02,BUN REGULAR,17470.48,3,0,0,1,-639,,,,,,
2025-01-02,BUN MCCRISPY,17470.48,3,0,0,1,-120,,,,,,
2025-01-02,MUFFIN ENGLISH,17470.48,3,0,0,1,-311,,,,,,
2025-01-03,MUFFIN ENGLISH,20388.02,4,0,0,1,300,,,,,,
2025-01-03,BUN MCCRISPY,20388.02,4,0,0,1,27,,,,,,
2025-01-03,BUN REGULAR,20388.02,4,0,0,1,570,,,,,,
2025-01-03,BUN 4 INCH,20388.02,4,0,0,1,299,,,,,,
2025-01-03,BUN GOURMET,20388.02,4,0,0,1,27,,,,,,
2025-01-03,BUN BIG MAC,20388.02,4,0,0,1,530,,,,,,
2025-01-04,BUN BIG MAC,20638.3,5,1,0,1,-238,,,,,,
2025-01-04,BUN GOURMET,20638.3,5,1,0,1,-2,,,,,,
2025-01-04,BUN 4 INCH,20638.3,5,1,0,1,288,,,,,,
2025-01-04,MUFFIN ENGLISH,20638.3,5,1,0,1,340,,,,,,
2025-01-04,BUN MCCRISPY,20638.3,5,1,0,1,38,,,,,,
2025-01-04,BUN REGULAR,20638.3,5,1,0,1,533,,,,,,
2025-01-05,BUN GOURMET,17121.78,6,1,0,1,50,,,,,,
2025-01-05,BUN BIG MAC,17121.78,6,1,0,1,94,,,,,,
2025-01-05,BUN 4 INCH,17121.78,6,1,0,1,337,,,,,,
2025-01-05,BUN REGULAR,17121.78,6,1,0,1,1129,,,,,,
2025-01-05,BUN MCCRISPY,17121.78,6,1,0,1,40,,,,,,
2025-01-05,MUFFIN ENGLISH,17121.78,6,1,0,1,300,,,,,,
2025-01-06,MUFFIN ENGLISH,13761.74,0,0,0,1,264,,,,,,
2025-01-06,BUN MCCRISPY,13761.74,0,0,0,1,44,,,,,,
2025-01-06,BUN REGULAR,13761.74,0,0,0,1,377,,,,,,
2025-01-06,BUN 4 INCH,13761.74,0,0,0,1,174,,,,,,
2025-01-06,BUN GOURMET,13761.74,0,0,0,1,12,,,,,,
2025-01-06,BUN BIG MAC,13761.74,0,0,0,1,86,,,,,,
2025-01-07,MUFFIN ENGLISH,14896.66,1,0,0,1,250,,,,,,
2025-01-07,BUN MCCRISPY,14896.66,1,0,0,1,30,,,,,,
2025-01-07,BUN REGULAR,14896.66,1,0,0,1,482,,,,,,
2025-01-07,BUN 4 INCH,14896.66,1,0,0,1,265,,,,,,
2025-01-07,BUN GOURMET,14896.66,1,0,0,1,20,,,,,,
2025-01-07,BUN BIG MAC,14896.66,1,0,0,1,356,,,,,,
2025-01-08,BUN BIG MAC,15999.07,2,0,0,1,86,,,,,,
2025-01-08,BUN GOURMET,15999.07,2,0,0,1,20,,,,,,
2025-01-08,BUN 4 INCH,15999.07,2,0,0,1,176,,,,,,
2025-01-08,BUN MCCRISPY,15999.07,2,0,0,1,30,,,,,,
2025-01-08,MUFFIN ENGLISH,15999.07,2,0,0,1,360,,,,,,
2025-01-08,BUN REGULAR,15999.07,2,0,0,1,451,,,,,,
2025-01-09,BUN BIG MAC,16465.4,3,0,0,1,116,,,,,,
